OBJECTID,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
1461,GO-2024637525,2024,3/24/2024 4:00:00 AM,1447,2024,3/24/2024 4:00:00 AM,1602,D53,Streets/Roadways/Highway,NO,NO,,Palestinian,,,,,No,NA,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),Yes
1462,GO-2024645471,2024,3/25/2024 4:00:00 AM,1638,2024,3/25/2024 4:00:00 AM,1638,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,No,Mischief Under $5000,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),No
1463,GO-2024648977,2024,3/26/2024 4:00:00 AM,629,2024,3/26/2024 4:00:00 AM,629,D12,Business/Retail,NO,NO,Black,,,Jewish,,,Yes,Uttering Threats - Bodily Harm,113,Weston (113),113,Weston (113),No
1464,GO-2024666518,2024,3/26/2024 4:00:00 AM,1530,2024,3/26/2024 4:00:00 AM,1530,D32,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,No,Mischief Under $5000,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),Yes
1465,GO-2024669016,2024,3/28/2024 4:00:00 AM,1436,2024,3/28/2024 4:00:00 AM,1713,D11,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,2Slgbtq+,,Yes,Mischief Under $5000,090,Junction Area (90),090,Junction Area (90),No
1466,GO-2024689766,2024,3/30/2024 4:00:00 AM,1500,2024,3/31/2024 4:00:00 AM,1340,D32,"Open Area, Park or Parking Lot",NO,NO,,,,,,,No,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),No
1467,GO-2024694232,2024,3/30/2024 4:00:00 AM,1520,2024,3/30/2024 4:00:00 AM,1549,D41,Public Transportation,NO,NO,South Asian,,,,,,No,Uttering Threats - Bodily Harm,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),No
1468,GO-2024751152,2024,4/1/2024 4:00:00 AM,1,2024,4/8/2024 4:00:00 AM,1158,D41,Public Transportation,NO,NO,,,,Jewish,,,No,Mischief Under $5000,124,Kennedy Park (124),124,Kennedy Park (124),No
1469,GO-20241137446,2024,4/2/2024 4:00:00 AM,1415,2024,5/26/2024 4:00:00 AM,1233,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,Somali,,,,,No,Criminal Harassment,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),Yes
1470,GO-2024715043,2024,4/2/2024 4:00:00 AM,1200,2024,4/3/2024 4:00:00 AM,1739,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,,,,No,Criminal Harassment,085,South Parkdale (85),085,South Parkdale (85),Yes
1471,GO-2024705853,2024,4/2/2024 4:00:00 AM,1535,2024,4/2/2024 4:00:00 AM,1535,D32,Streets/Roadways/Highway,NO,NO,,,,,,Transgender Man (Identifies As Man),No,Sexual Assault,050,Newtonbrook East (50),050,Newtonbrook East (50),Yes
